Product Name,Product ID,Prod ID Code,Category Level 2,Price,Product Description,Store IDs
Amzer AMZ92174 Silicone Skin Jelly Case for BlackBerry Bold 9900/9930 (Blue),,PHONECASE,Non-Electronic Accessories,,"Fashionable & flexible Amzer Jelly Case for your new BlackBerry Bold 9930/ 9900!The Amzer Jelly Cases are made from durable premium silicone.Quality material used for this skin provides shield and avoid scratches.Helps to prevent your device from sliding on soft surfaces or angle surfaces.Its special anti-dust and scratch-free properties, preserves your phones shining look.",BIZID005
Amzer AMZ92175 Silicone Skin Jelly Case for BlackBerry Bold 9900/9930 (Red),,PHONECASE,Non-Electronic Accessories,,"Fashionable & flexible Amzer Jelly Case for your new BlackBerry Bold 9930/ 9900!The Amzer Jelly Cases are made from durable premium silicone.Quality material used for this skin provides shield and avoid scratches.Helps to prevent your device from sliding on soft surfaces or angle surfaces.Its special anti-dust and scratch-free properties, preserves your phones shining look.",BIZID006
Amzer AMZ92190 Silicone Skin Jelly Case for BlackBerry Torch 9850/9860 (Grey),,PHONECASE,Non-Electronic Accessories,,Installation and removal are very easy.Protect your BlackBerry Torch 9850/9860 from accidental bumps.Quality material used for this skin provides shield and avoid scratches.Precise cutouts give easy access to all the functionalities.Fashionable & flexible Amzer Jelly Case for your new BlackBerry Torch 9850/9860.,BIZID007
Amzer AMZ92191 Silicone Skin Jelly Case for BlackBerry Torch 9850/9860 (Black),,PHONECASE,Non-Electronic Accessories,,Installation and removal are very easy.Protect your BlackBerry Torch 9850/9860 from accidental bumps.Quality material used for this skin provides shield and avoid scratches.Precise cutouts give easy access to all the functionalities.Fashionable & flexible Amzer Jelly Case for your new BlackBerry Torch 9850/9860.,BIZID025
Amzer AMZ92192 Silicone Skin Jelly Case for BlackBerry Torch 9850/9860 (Transparent White),,PHONECASE,Non-Electronic Accessories,,Installation and removal are very easy.Protect your BlackBerry Torch 9850/9860 from accidental bumps.Quality material used for this skin provides shield and avoid scratches.Precise cutouts give easy access to all the functionalities.Fashionable & flexible Amzer Jelly Case for your new BlackBerry Torch 9850/9860.,BIZID026
Amzer AMZ92193 Silicone Skin Jelly Case for BlackBerry Torch 9850/9860 (Purple),,PHONECASE,Non-Electronic Accessories,,Installation and removal are very easy.Protect your BlackBerry Torch 9850/9860 from accidental bumps.Quality material used for this skin provides shield and avoid scratches.Precise cutouts give easy access to all the functionalities.Fashionable & flexible Amzer Jelly Case for your new BlackBerry Torch 9850/9860.,BIZID001
Amzer AMZ92194 Silicone Skin Jelly Case for BlackBerry Torch 9850/9860 (Blue),,PHONECASE,Non-Electronic Accessories,,Installation and removal are very easy.Protect your BlackBerry Torch 9850/9860 from accidental bumps.Quality material used for this skin provides shield and avoid scratches.Precise cutouts give easy access to all the functionalities.Fashionable & flexible Amzer Jelly Case for your new BlackBerry Torch 9850/9860.,BIZID002
Amzer AMZ92195 Silicone Skin Jelly Case for BlackBerry Torch 9850/9860 (Red),,PHONECASE,Non-Electronic Accessories,,Installation and removal are very easy.Protect your BlackBerry Torch 9850/9860 from accidental bumps.Quality material used for this skin provides shield and avoid scratches.Precise cutouts give easy access to all the functionalities.Fashionable & flexible Amzer Jelly Case for your new BlackBerry Torch 9850/9860.,BIZID003
Amzer AMZ92200 Anti-Glare Screen Protector with Cleaning Cloth for BlackBerry Torch 9850/9860,,PHONECASE,Non-Electronic Accessories,,"Easy to remove without any adhesive or marks.Simply peel it off and replace with a new one when needed.Reduces 90% of UV Rays Caused by Reflected Light, Protecting your Eyes.Smudge repellant, will not leave oily marks from fingers.Custom made for your BlackBerry Torch 9850/9860.",BIZID004
Amzer AMZ92501 Silicone Skin Jelly Case for Amazon Kindle Fire (Black),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Cover for your new Amazon Kindle Fire!Protect your Amazon Kindle Fire from accidental bumps.Quality material used for this skin provides shield and avoid scratches.Precise cutouts give easy access to all the functionalities.Protect your new Amazon Kindle Fire at all times.,BIZID005
Amzer AMZ92510 Anti-Glare Screen Protector with Cleaning Cloth for Amazon Kindle Fire,,PHONECASE,Non-Electronic Accessories,,"Reduces 90% of UV Rays Caused by Reflected Light, Protecting your Eyes.Custom made for your Amazon Kindle Fire.Simply peel it off and replace with a new one when needed.Easy to remove without any adhesive or marks.Smudge repellant, will not leave oily marks from fingers.",BIZID006
Amzer AMZ92620 Silicone Skin Jelly Case for Motorola ATRIX 2 MB865 (Grey),,PHONECASE,Non-Electronic Accessories,,"Fashionable and flexible amzer jelly case for your Motorola Atrix 2 MB865The amzer jelly cases are made from durable premium siliconeIt's special anti-dust and scratch-free properties, preserves your phones shining lookHelps to prevent your device from sliding on soft surfaces or angle surfacesQuality material used for this skin provides shield and avoid scratches",BIZID007
Amzer AMZ92621 Silicone Skin Jelly Case for Motorola ATRIX 2 MB865 (Black),,PHONECASE,Non-Electronic Accessories,,"Fashionable and flexible amzer jelly case for your Motorola Atrix 2 MB865The amzer jelly cases are made from durable premium siliconeIt's special anti-dust and scratch-free properties, preserves your phones shining lookHelps to prevent your device from sliding on soft surfaces or angle surfacesQuality material used for this skin provides shield and avoid scratches",BIZID025
Amzer AMZ92622 Silicone Skin Jelly Case for Motorola ATRIX 2 MB865 (Transparent White),,PHONECASE,Non-Electronic Accessories,,"Fashionable and flexible amzer jelly case for your Motorola atrix 2 MB865The amzer jelly cases are made from durable premium siliconeIt's special anti-dust and scratch-free properties, preserves your phones shining lookHelps to prevent your device from sliding on soft surfaces or angle surfacesQuality material used for this skin provides shield and avoid scratches",BIZID026
Amzer AMZ92623 Silicone Skin Jelly Case for Motorola ATRIX 2 MB865 (Purple),,PHONECASE,Non-Electronic Accessories,,"Fashionable and flexible amzer jelly case for your Motorola Atrix 2 MB865The amzer jelly cases are made from durable premium siliconeIt's special anti-dust and scratch-free properties, preserves your phones shining lookHelps to prevent your device from sliding on soft surfaces or angle surfacesQuality material used for this skin provides shield and avoid scratches",BIZID001
Amzer AMZ92624 Silicone Skin Jelly Case for Motorola ATRIX 2 MB865 (Blue),,PHONECASE,Non-Electronic Accessories,,"Fashionable and flexible amzer jelly case for your Motorola atrix 2 MB865The amzer jelly cases are made from durable premium siliconeIt's special anti-dust and scratch-free properties, preserves your phones shining lookHelps to prevent your device from sliding on soft surfaces or angle surfacesQuality material used for this skin provides shield and avoid scratches",BIZID002
Amzer AMZ92625 Silicone Skin Jelly Case for Motorola ATRIX 2 MB865 (Red),,PHONECASE,Non-Electronic Accessories,,"Fashionable and flexible amzer jelly case for your Motorola Atrix 2 MB865The amzer jelly cases are made from durable premium siliconeIt's special anti-dust and scratch-free properties, preserves your phones shining lookHelps to prevent your device from sliding on soft surfaces or angle surfacesQuality material used for this skin provides shield and avoid scratches",BIZID003
Amzer AMZ92630 Anti-Glare Screen Protector with Cleaning Cloth for Motorola ATRIX 2 MB865,,PHONECASE,Non-Electronic Accessories,,"Reduces 90 percent of UV rays caused by reflected light, protecting your eyesIsn't flimsy, but made from firmer high-grade thermoplastics designed for durabilityIt reduces glare, scratches, and smudges and improves claritySimply peel it off and replace with a new one when neededEasy to remove without any adhesive or marksSmudge repellant, will not leave oily marks from fingers",BIZID004
Amzer AMZ92632 Luxe Argyle High Gloss TPU Soft Gel Skin Case for Motorola ATRIX 2 MB865 (Smoke Grey),,PHONECASE,Non-Electronic Accessories,,"Reinforced luxe argyle high gloss TPU oft gel skin case more fashionable and durable case from amzerAll the phone features are fully accessible through the case without removing itPerfect match for your Motorola Atrix 2 MB865 to protect against scratches and minor bumpsProvides extra grip and traction on angled surfaces and prevent your Motorola Atrix 2 MB865 from sliding on soft surfaces or angle surfacesSpecial anti-dust and scratch-free properties, preserves your Motorola Atrix 2 MB865 shining look",BIZID005
Amzer AMZ92633 Luxe Argyle High Gloss TPU Soft Gel Skin Case for Motorola ATRIX 2 MB865 (Clear),,PHONECASE,Non-Electronic Accessories,,"Reinforced luxe argyle high gloss TPU soft gel skin case more fashionable and durable case from amzerAll the phone features are fully accessible through the case without removing itPerfect match for your Motorola atrix 2 MB865 to protect against scratches and minor bumpsProvides extra grip and traction on angled surfaces and prevent your Motorola atrix 2 MB865 from sliding on soft surfaces or angle surfacesSpecial anti-dust and scratch-free properties, preserves your Motorola atrix 2 MB865 shining look",BIZID006
Amzer AMZ92650 Silicone Skin Jelly Case for Motorola RAZR XT910 (Grey),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new Motorola RAZR XT910!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your Motorola RAZR XT910 from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID007
Amzer AMZ92651 Silicone Skin Jelly Case for Motorola RAZR XT910 (Black),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new Motorola RAZR XT910!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your Motorola RAZR XT910 from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID025
Amzer AMZ92652 Silicone Skin Jelly Case for Motorola RAZR XT910 (Transparent White),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new Motorola RAZR XT910!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your Motorola RAZR XT910 from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID026
Amzer AMZ92653 Silicone Skin Jelly Case for Motorola RAZR XT910 (Purple),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new Motorola RAZR XT910!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your Motorola RAZR XT910 from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID001
Amzer AMZ92654 Silicone Skin Jelly Case for Motorola RAZR XT910 (Blue),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new Motorola RAZR XT910!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your Motorola RAZR XT910 from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID002
Amzer AMZ92655 Silicone Skin Jelly Case for Motorola RAZR XT910 (Red),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new Motorola RAZR XT910!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your Motorola RAZR XT910 from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID003
Amzer AMZ92658 Silicone Skin Jelly Case for Motorola RAZR XT910 (Hot Pink),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new Motorola RAZR XT910!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your Motorola RAZR XT910 from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID004
Amzer AMZ92660 Anti-Glare Screen Protector with Cleaning Cloth for Motorola RAZR XT912,,PHONECASE,Non-Electronic Accessories,,"Reduces 90% of UV Rays Caused by Reflected Light, Protecting your Eyes.Simply peel it off and replace with a new one when needed.Custom made for your Motorola RAZR XT910.Easy to remove without any adhesive or marks.Smudge repellant, will not leave oily marks from fingers.",BIZID005
Amzer AMZ92662 Luxe Argyle High Gloss TPU Soft Gel Skin Case for Motorola RAZR XT910 (Smoke Grey),,PHONECASE,Non-Electronic Accessories,,Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.All the phone features are fully accessible through the case without removing it.Perfect match for your Motorola RAZR to protect against scratches and minor bumps.Precise cutouts available for full access to all ports and controls.Eye catching color and embossed argyle pattern gives a heads-up look!,BIZID006
Amzer AMZ92663 Luxe Argyle High Gloss TPU Soft Gel Skin Case for Motorola RAZR XT910 (Clear),,PHONECASE,Non-Electronic Accessories,,Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.All the phone features are fully accessible through the case without removing it.Perfect match for your Motorola RAZR to protect against scratches and minor bumps.Precise cutouts available for full access to all ports and controls.Eye catching color and embossed argyle pattern gives a heads-up look!,BIZID007
Amzer AMZ92670 Silicone Skin Jelly Case for Google Galaxy Nexus (Grey),,PHONECASE,Non-Electronic Accessories,,"Fashionable and flexible jelly case for your Google/Samsung Galaxy NexusThe jelly cases are made from durable premium siliconeIt's special anti-dust and scratch-free properties, preserves your phones shining lookHelps to prevent your device from sliding on soft surfaces or angle surfacesQuality material used for this skin provides shield and avoid scratches",BIZID025
Amzer AMZ92678 Silicone Skin Jelly Case for Google Galaxy Nexus (Hot Pink),,PHONECASE,Non-Electronic Accessories,,"Fashionable and flexible jelly case for your Google/Samsung Galaxy NexusThe jelly cases are made from durable premium siliconeIts special anti-dust and scratch-free properties, preserves your phones shining lookHelps to prevent your device from sliding on soft surfaces or angle surfacesQuality material used for this skin provides shield and avoid scratches",BIZID026
Amzer AMZ92681 Soft Gel TPU Gloss Skin Case for Google Galaxy Nexus (Black),,PHONECASE,Non-Electronic Accessories,,"100 percent premium soft gel TPU gloss skin case exclusively for your Google/Samsung Galaxy NexusPrecise cutouts for screen, joystick, audio port, speakers, power and charging portSafeguard and protect your Google/Samsung Galaxy Nexus from bumps, dust and scratchesHelps to prevent your Google/Samsung Galaxy Nexus from sliding on soft surfaces or angle surfacesAvailable in different colors to match your personality and thought",BIZID001
Amzer AMZ92682 Luxe Argyle High Gloss TPU Soft Gel Skin Case for Google Galaxy Nexus (Smoke Grey),,PHONECASE,Non-Electronic Accessories,,Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.All the phone features are fully accessible through the case without removing it.Perfect match for your Samsung / Google GALAXY Nexus to protect against scratches and minor bumps.Precise cutouts available for full access to all ports and controls.Eye catching color and embossed argyle pattern gives a heads-up look!,BIZID002
Amzer AMZ92683 Luxe Argyle High Gloss TPU Soft Gel Skin Case for Google Galaxy Nexus (Clear),,PHONECASE,Non-Electronic Accessories,,Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.All the phone features are fully accessible through the case without removing it.Perfect match for your Samsung / Google GALAXY Nexus to protect against scratches and minor bumps.Precise cutouts available for full access to all ports and controls.Eye catching color and embossed argyle pattern gives a heads-up look!,BIZID003
Amzer AMZ92690 Silicone Skin Jelly Case for HTC Radar (Grey),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new HTC Radar!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your HTC Radar from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID004
Amzer AMZ92691 Silicone Skin Jelly Case for HTC Radar (Black),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new HTC Radar!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your HTC Radar from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID005
Amzer AMZ92692 Silicone Skin Jelly Case for HTC Radar (Transparent White),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new HTC Radar!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your HTC Radar from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID006
Amzer AMZ92693 Silicone Skin Jelly Case for HTC Radar (Purple),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new HTC Radar!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your HTC Radar from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID007
Amzer AMZ92694 Silicone Skin Jelly Case for HTC Radar (Blue),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new HTC Radar!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your HTC Radar from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID025
Amzer AMZ92695 Silicone Skin Jelly Case for HTC Radar (Red),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new HTC Radar!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your HTC Radar from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID026
Amzer AMZ92698 Skin Jelly Case for HTC Radar (Hot Pink),,PHONECASE,Non-Electronic Accessories,,Fashionable & flexible Amzer Jelly Case for your new HTC Radar!Installation and removal are very easy.The revolutionary technology keeps dust away from the case.Protect your HTC Radar from accidental bumps.Precise cutouts give easy access to all the functionalities.,BIZID001
Amzer AMZ92700 Anti-Glare Screen Protector with Cleaning Cloth for HTC Radar,,PHONECASE,Non-Electronic Accessories,,"Reduces 90% of UV Rays Caused by Reflected Light, Protecting your Eyes.Simply peel it off and replace with a new one when needed.Custom made for your HTC Radar.Easy to remove without any adhesive or marks.Smudge repellant, will not leave oily marks from fingers.",BIZID002
Amzer AMZ92701 Luxe Argyle High Gloss TPU Soft Gel Skin Case for HTC Radar (Smoke Grey),,PHONECASE,Non-Electronic Accessories,,"Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.All the phone features are fully accessible through the case without removing it.Special anti-dust and scratch-free properties, preserves your HTC Radar shining look.Eye catching color and embossed argyle pattern gives a heads-up look!Installation and removal are very easy.",BIZID003
Amzer AMZ92780 Silicone Skin Jelly Case for Nokia Lumia 800 (Grey),,PHONECASE,Non-Electronic Accessories,,"Fashionable & flexible Amzer Jelly Case for your new Nokia Lumia 800!The Amzer Jelly Cases are made from durable premium silicone.Protect your Nokia Lumia 800 from accidental bumps.Provides a firm grip and prevents your Nokia Lumia 800 from sliding across your cars dashboard or angled surfaces.Its special anti-dust and scratch-free properties, preserves your phones shining look.",BIZID004
Amzer AMZ92781 Silicone Skin Jelly Case for Nokia Lumia 800 (Black),,PHONECASE,Non-Electronic Accessories,,"Fashionable & flexible Amzer Jelly Case for your new Nokia Lumia 800!The Amzer Jelly Cases are made from durable premium silicone.Protect your Nokia Lumia 800 from accidental bumps.Provides a firm grip and prevents your Nokia Lumia 800 from sliding across your cars dashboard or angled surfaces.Its special anti-dust and scratch-free properties, preserves your phones shining look.",BIZID005
Amzer AMZ92782 Silicone Skin Jelly Case for Nokia Lumia 800 (Transparent White),,PHONECASE,Non-Electronic Accessories,,"Fashionable & flexible Amzer Jelly Case for your new Nokia Lumia 800!The Amzer Jelly Cases are made from durable premium silicone.Protect your Nokia Lumia 800 from accidental bumps.Provides a firm grip and prevents your Nokia Lumia 800 from sliding across your cars dashboard or angled surfaces.Its special anti-dust and scratch-free properties, preserves your phones shining look.",BIZID006
Amzer AMZ92783 Silicone Skin Jelly Case for Nokia Lumia 800 (Purple),,PHONECASE,Non-Electronic Accessories,,"Fashionable & flexible Amzer Jelly Case for your new Nokia Lumia 800!The Amzer Jelly Cases are made from durable premium silicone.Protect your Nokia Lumia 800 from accidental bumps.Provides a firm grip and prevents your Nokia Lumia 800 from sliding across your cars dashboard or angled surfaces.Its special anti-dust and scratch-free properties, preserves your phones shining look.",BIZID007
Amzer AMZ92784 Silicone Skin Jelly Case for Nokia Lumia 800 (Blue),,PHONECASE,Non-Electronic Accessories,,"Fashionable & flexible Amzer Jelly Case for your new Nokia Lumia 800!The Amzer Jelly Cases are made from durable premium silicone.Protect your Nokia Lumia 800 from accidental bumps.Provides a firm grip and prevents your Nokia Lumia 800 from sliding across your cars dashboard or angled surfaces.Its special anti-dust and scratch-free properties, preserves your phones shining look.",BIZID025
Amzer AMZ92785 Silicone Skin Jelly Case for Nokia Lumia 800 (Red),,PHONECASE,Non-Electronic Accessories,,"Fashionable & flexible Amzer Jelly Case for your new Nokia Lumia 800!The Amzer Jelly Cases are made from durable premium silicone.Protect your Nokia Lumia 800 from accidental bumps.Provides a firm grip and prevents your Nokia Lumia 800 from sliding across your cars dashboard or angled surfaces.Its special anti-dust and scratch-free properties, preserves your phones shining look.",BIZID026
Amzer AMZ92804 Capacitive Touch Screen Knit Gloves (Black),,PHONECASE,Non-Electronic Accessories,,"Capacitive Touch Screen Knit Gloves made with conductive fibers.Made for use with capacitive touchscreen devices.Works with iPhone, iPod, Android, and iPad.The inability to make conductive tactile contact with your devices touch screen.Threads that are infused with just enough metal to make contact and yet remain soft and warm.",BIZID001
Amzer AMZ92805 Capacitive Touch Screen Knit Gloves (Pink),,PHONECASE,Non-Electronic Accessories,,"Capacitive Touch Screen Knit Gloves made with conductive fibers.Made for use with capacitive touchscreen devices.Works with iPhone, iPod, Android, and iPad.The inability to make conductive tactile contact with your devices touch screen.Threads that are infused with just enough metal to make contact and yet remain soft and warm.",BIZID002
Amzer AMZ92856 Silicone-PolyCarbonate Hybrid Case for BlackBerry Torch 9850 and BlackBerry Torch 9850 (Black),,PHONECASE,Non-Electronic Accessories,,"Use your BlackBerry Torch 9850/9860 as normal, but with a tremendous look with this case from amzerProvides excellent protection for your BlackBerry Torch 9850/9860Quality material used for this hybrid case provides shield and avoid scratchesThe smooth outer back shell provides sure grip to keep your BlackBerry Torch 9850/9860 from dropped or bumpedThis case is made up of a hybrid of the contemporary silicone skin case and the classic polycarbonate hard case",BIZID003
Amzer AMZ92867 Simple Click On Case with Screen Protector for Google Galaxy Nexus (Rubberized Hot Pink),,PHONECASE,Non-Electronic Accessories,,Made of flexible plastic shellProtects perfectly every corners and backSlim and sleek design makes you awesomeAn ultimate solution for your Samsung Galaxy Nexus against accident drops and bumpsCustom design that exactly hug your Samsung Galaxy Nexus,BIZID004
Amzer AMZ92868 Simple Click On Case with Screen Protector for Google Galaxy Nexus (Rubberized Black),,PHONECASE,Non-Electronic Accessories,,Made of flexible plastic shellProtects perfectly every corners and backSlim and sleek design makes you awesomeAn ultimate solution for your Samsung Galaxy Nexus against accident drops and bumpsCustom design that exactly hug your Samsung Galaxy nexus,BIZID005
Amzer AMZ92915 Flip Case for iPhone 4 (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID006
Amzer AMZ92916 Flip Case for Samsung Galaxy S II GT-I9100 (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID007
Amzer AMZ92917 Flip Case for Samsung Galaxy S I9000 (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID025
Amzer AMZ92918 Flip Case for BlackBerry Bold 9900 and BlackBerry Bold 9930 (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID026
Amzer AMZ92919 Flip Case for HTC Sensation (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID001
Amzer AMZ92920 Flip Case for HTC EVO 3D (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID002
Amzer AMZ92921 Flip Case for HTC Radar (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID003
Amzer AMZ92922 Flip Case for HTC Explorer (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID004
Amzer AMZ92924 Flip Case for Sony Ericsson Live with Walkman (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID005
Amzer AMZ92925 Flip Case for Sony Ericsson Xperia Ray (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID006
Amzer AMZ92932 Luxe Argyle High Gloss TPU Soft Gel Skin Case for Samsung Galaxy Note (Smoke Grey),,PHONECASE,Non-Electronic Accessories,,"Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.Precise cutouts available for full access to all ports and controls.Special anti-dust and scratch-free properties, preserves your Samsung Galaxy Note shining look.Designed perfectly to conform to your Samsung Galaxy Note's design.",BIZID007
Amzer AMZ92933 Luxe Argyle High Gloss TPU Soft Gel Skin Case for Samsung Galaxy Note (Clear),,PHONECASE,Non-Electronic Accessories,,"Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.Precise cutouts available for full access to all ports and controls.Special anti-dust and scratch-free properties, preserves your Samsung Galaxy Note shining look.Designed perfectly to conform to your Samsung Galaxy Note's design.",BIZID025
Amzer AMZ92934 Luxe Argyle High Gloss TPU Soft Gel Skin Case for Samsung Galaxy Note (Hot Pink),,PHONECASE,Non-Electronic Accessories,,"Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.Precise cutouts available for full access to all ports and controls.Special anti-dust and scratch-free properties, preserves your Samsung Galaxy Note shining look.Designed perfectly to conform to your Samsung Galaxy Note's design.",BIZID026
Amzer AMZ92935 Simple Click On Case with Screen Protector for Samsung Galaxy Note (Rubberized Black),,PHONECASE,Non-Electronic Accessories,,Made of flexible plastic shellProtects perfectly every corners and backSlim and sleek design makes you awesomeAn ultimate solution for your Samsung Galaxy Note against accident drops and bumpsCustom design that exactly hug your Samsung Galaxy Note,BIZID001
Amzer AMZ92936 Simple Click On Case with Screen Protector for Samsung Galaxy Note (Rubberized Hot Pink),,PHONECASE,Non-Electronic Accessories,,Made of flexible plastic shellProtects perfectly every corners and backSlim and sleek design makes you awesomeAn ultimate solution for your Samsung Galaxy Note against accident drops and bumpsCustom design that exactly hug your Samsung Galaxy Note,BIZID002
Amzer AMZ92954 Flip Case for LG Optimus 3D P920 (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID003
Amzer AMZ92969 Soft Gel TPU Gloss Skin Case for Samsung Galaxy Note (Black),,PHONECASE,Non-Electronic Accessories,,"100% Premium Soft Gel TPU Gloss Skin Case exclusively for your Samsung Galaxy Note.Precise cutouts for screen, joystick, audio port, speakers, power and charging port.Special anti-dust and scratch-free properties, preserves your Samsung Galaxy Note shining look.Safeguard and protect your Samsung Galaxy Note from bumps, dust and scratches.Helps to prevent your Samsung Galaxy Note from sliding on soft surfaces or angle surfaces.",BIZID004
