Product Name,Product ID,Prod ID Code,Category Level 2,Price,Product Description,Store IDs
Casio Digital Wall Clock (ID-15-5DF),Casio,,ID,2595.00 indian_rupee,Thermometer;Beeper sound alarm;Snooze function;Battery Type: R6P ? 2;Approx. 12 months battery life;Clock Accuracy: ñ60 seconds per month,BIZID013
Casio Analog Wall Clock (IQ-55S-2JF),Casio,,ID,1695.00 indian_rupee,Smooth second hand;Neo Bright;Battery Type: R6P;Clock Accuracy: ñ20 seconds per month;Approx. 12 month battery life;Package Contents: 1 Analog Wall Clock,BIZID014
Casio Analog Table Clock (TQ-369-1DF),Casio,,ID,795.00 indian_rupee,Microlight;Bell sound alarm;Snooze function;Battery Type: R14P;Approx. 12 months battery life;Clock Accuracy: ñ20 seconds per month,BIZID015
Casio Analog Table Clock (TQ-228-4DF),Casio,,ID,495.00 indian_rupee,Beeper sound alarm;Battery Type: R6P;Approx. 12 months battery life;Clock Accuracy: ñ20 seconds per month;Package Contents: 1 Analog Table Clock;Item Size: 87 cm x 87 cm x 36 cm,BIZID016
Casio Analog Wall Clock (IQ-59-1JF),Casio,,ID,995.00 indian_rupee,Smooth second hand;Clock Accuracy: ñ20 seconds per month;Battery Type: R6P;Approx. 12 month battery life;Package Contents: 1 Analog Wall Clock;Item Size: 26 cm x 26 cm x 4.2 cm,BIZID022
Casio Analog Table Clock (TQ-142-4DF),Casio,,ID,445.00 indian_rupee,Microlight;Beeper sound alarm;Battery Type: R6P;Approx. 12 months battery life;Clock Accuracy: ñ20 seconds per month;Package Contents: 1 Analog Table Clock,BIZID023
Casio Analog Table Clock (TQ-141-1DF),Casio,,ID,345.00 indian_rupee,Beeper sound alarm;Battery Type: R6P;Approx. 12 months battery life;Clock Accuracy: ñ20 seconds per month;Package Contents: 1 Analog Table Clock;Item Size: 67 cm x 64 cm x 34 cm,BIZID024
"Ajanta Musical Pendulum Clock (Gold, 2627)",Ajanta,,ID,1725.00 indian_rupee,Color: Gold;Item Size: 50 cm x 29.5 cm x 9 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Rotating pendulum,BIZID008
"Ajanta Grand Father Musical and Pendulum Clock (Brown, 2727 GRAND FATHER)",Ajanta,,ID,30000.00 indian_rupee,Color: Brown;Item Size: 203 cm x 52.5 cm x 26 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Wooden,BIZID009
"Ajanta Musical and Pendulum Clock (Brown, 8197)",Ajanta,,ID,6999.00 indian_rupee,Color: Brown;Item Size: 71.5 cm x 30 cm x 12.5 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Wooden,BIZID010
"Ajanta Premium Clock (Gold, 2827)",Ajanta,,ID,2500.00 indian_rupee,Color: Gold;Shape: Round;Item Size: 41 cm x 9.5 cm;Battery required: Yes;Bell or melody;Doom glass,BIZID011
"Ajanta Premium Clock (White, 2167 SS)",Ajanta,,ID,2800.00 indian_rupee,Color: White;Shape: Round;Item Size: 51 cm x 5.5 cm;Battery required: Yes;Real sweep second (RSS);Office clock,BIZID012
"Ajanta Musical and Pendulum Clock (White, 4227)",Ajanta,,ID,799.00 indian_rupee,Color: White;Item Size: 48 cm x 27.5 cm x 7.5 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Rotating pendulum,BIZID013
"Ajanta Office Sweep Second Clock (Violet, 537 SS)",Ajanta,,ID,900.00 indian_rupee,Color: Violet;Shape: Square;Item Size: 40.9 cm x 40.9 cm x 5.5 cm;Battery required: Yes;Office clock;Real sweep second (RSS),BIZID014
"Ajanta Musical and Pendulum Clock (Orange, 4227)",Ajanta,,ID,799.00 indian_rupee,Color: Orange;Item Size: 48 cm x 27.5 cm x 7.5 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Rotating pendulum,BIZID015
Casio Analog Wall Clock (IQ-128-5JF),Casio,,ID,1195.00 indian_rupee,Standard Quality;Clock Accuracy: ñ20 seconds per month;Battery Type: R6P;Approx. 12 month battery life;Package Contents: 1 Analog Wall Clock;Item Size: 32 cm x 32 cm x 4.2 cm,BIZID016
Casio Analog Wall Clock (IQ-48S-8JF),Casio,,ID,1395.00 indian_rupee,Smooth second hand;Clock Accuracy: ñ20 seconds per month;Battery Type: R6P;Approx. 12 month battery life;Package Contents: 1 Analog Wall Clock;Item Size: 33.6 cm x 33.6 cm x 3.8 cm,BIZID022
Casio Analog Table Clock (TQ-359-2DF),Casio,,ID,725.00 indian_rupee,Microlight;Bell sound alarm;Snooze function;Battery Type: R14P;Approx. 12 months battery life;Clock Accuracy: ñ20 seconds per month,BIZID009
Casio Analog - Digital Wall Clock (IC-01-7DF),Casio,,ID,2495.00 indian_rupee,"Full auto-calendar till year 2099;Day and date display;Battery Type: R6P (Analog) ? 1, CR2032 (Digital) ? 1;Case/Bezel Material: Resin;Clock Accuracy: ñ30 seconds per month;Approx. 12 month battery life",BIZID010
Casio Analog - Digital Wall Clock (IC-02-9DF),Casio,,ID,2495.00 indian_rupee,"Thermometer;Hygrometer;Battery Type: R6P (Analog) ? 1, CR2032 (Digital) ? 1;Case/Bezel Material: Resin;Clock Accuracy: ñ30 seconds per month;Approx. 12 month battery life",BIZID011
Casio Analog Wall Clock (IQ-124-7JF),Casio,,ID,1995.00 indian_rupee,Smooth second hand;Clock Accuracy: ñ20 seconds per month;Battery Type: R6P;Approx. 12 month battery life;Package Contents: 1 Analog Wall Clock;Item Size: 35 cm x 35 cm x 3.8 cm,BIZID012
Casio Analog Table Clock (TQ-362-1ADF),Casio,,ID,995.00 indian_rupee,Microlight;Bell sound alarm;Snooze function;Battery Type: R14P;Approx. 12 months battery life;Clock Accuracy: ñ20 seconds per month,BIZID013
Casio Analog Table Clock (TQ-141-4DF),Casio,,ID,345.00 indian_rupee,Beeper sound alarm;Battery Type: R6P;Approx. 12 months battery life;Clock Accuracy: ñ20 seconds per month;Package Contents: 1 Analog Table Clock;Item Size: 67 cm x 64 cm x 34 cm,BIZID014
Casio Analog Wall Clock (IQ-59-1BDF),Casio,,ID,995.00 indian_rupee,Standard Quality;Clock Accuracy: ñ20 seconds per month;Battery Type: R6P;Approx. 12 month battery life;Package Contents: 1 Analog Wall Clock;Item Size: 26 cm x 26 cm x 4.2 cm,BIZID015
Casio Analog Table Clock (TQ-142-2DF),Casio,,ID,445.00 indian_rupee,Microlight;Beeper sound alarm;Battery Type: R6P;Approx. 12 months battery life;Clock Accuracy: ñ20 seconds per month;Package Contents: 1 Analog Table Clock,BIZID016
Casio Analog Table Clock (TQ-141-2DF),Casio,,ID,345.00 indian_rupee,Beeper sound alarm;Battery Type: R6P;Approx. 12 months battery life;Clock Accuracy: ñ20 seconds per month;Package Contents: 1 Analog Table Clock;Item Size: 67 cm x 64 cm x 34 cm,BIZID022
"Ajanta Office Sweep Second Clock (Silver, 537 SS)",Ajanta,,ID,900.00 indian_rupee,Color: Silver;Shape: Square;Item Size: 40.9 cm x 40.9 cm x 5.5 cm;Battery required: Yes;Office clock;Real sweep second (RSS),BIZID023
"Ajanta Fancy Sweep Second Clock (Black, 1917 SS)",Ajanta,,ID,750.00 indian_rupee,Color: Black;Item Size: 34.5 cm x 4.5 cm;Battery required: Yes;Real sweep second (RSS);Mirror glass;Diamond stone,BIZID024
"Ajanta Wooden Sweep Second Clock (Black, 145 SS)",Ajanta,,ID,2200.00 indian_rupee,Color: Black;Shape: Square;Item Size: 61 cm x 48.6 cm x 5.5 cm;Battery required: Yes;Office clock;Real sweep second (RSS),BIZID008
"Ajanta Musical and Pendulum Clock (Brown, 3127)",Ajanta,,ID,1699.00 indian_rupee,Color: Brown;Item Size: 42.8 cm x 30 cm x 5.7 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Mirror glass,BIZID009
"Ajanta Premium Clock (White, 2107 SS)",Ajanta,,ID,3600.00 indian_rupee,Color: White;Shape: Round;Item Size: 60 cm x 5 cm;Battery required: Yes;Real sweep second (RSS);Office clock,BIZID010
"Ajanta Fancy Sweep Second Clock (Black, 1867 (LX) SS)",Ajanta,,ID,645.00 indian_rupee,Color: Black;Item Size: 33.5 cm x 5.5 cm;Battery required: Yes;Real sweep second (RSS);Doom glass;Aluminium finish,BIZID011
"Ajanta Musical and Pendulum Clock (Blue, 8527)",Ajanta,,ID,880.00 indian_rupee,Color: Blue;Item Size: 43.9 cm x 24 cm x 7.2 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Doom glass,BIZID012
"Ajanta Premium Clock (Copper, 2207 SS)",Ajanta,,ID,2400.00 indian_rupee,Color: Copper;Shape: Round;Item Size: 42.5 cm x 36 cm x 4.5 cm;Battery required: Yes;Office clock;Doom glass,BIZID013
"Ajanta Office Sweep Second Clock (White, 577 SS)",Ajanta,,ID,899.00 indian_rupee,Color: White;Shape: Square;Item Size: 46.2 cm x 40.4 cm x 4.7 cm;Battery required: Yes;Office clock;Real sweep second (RSS),BIZID014
"Ajanta Fancy Sweep Second Clock (White, 1917 SS)",Ajanta,,ID,750.00 indian_rupee,Color: White;Item Size: 34.5 cm x 4.5 cm;Battery required: Yes;Real sweep second (RSS);Mirror glass;Diamond stone,BIZID015
Casio Analog Wall Clock (IQ-123-5JF),Casio,,ID,2195.00 indian_rupee,Smooth second hand;Clock Accuracy: ñ20 seconds per month;Battery Type: R6P;Approx. 12 month battery life;Package Contents: 1 Analog Wall Clock;Item Size: 33.8 cm x 33.8 cm x 4.1 cm,BIZID016
Casio Analog Wall Clock (IQ-128-5JF),Casio,,ID,1795.00 indian_rupee,Smooth second hand;Clock Accuracy: ñ20 seconds per month;Battery Type: R6P;Approx. 12 month battery life;Package Contents: 1 Analog Wall Clock;Item Size: 29.8 cm x 29.8 cm x 4.8 cm,BIZID022
Casio Analog - Digital Wall Clock (IC-01-5DF),Casio,,ID,2495.00 indian_rupee,"Full auto-calendar till year 2099;Day and date display;Battery Type: R6P (Analog) ? 1, CR2032 (Digital) ? 1;Case/Bezel Material: Resin;Clock Accuracy: ñ30 seconds per month;Approx. 12 month battery life",BIZID009
Casio Analog - Digital Wall Clock (IC-02-5DF),Casio,,ID,2495.00 indian_rupee,"Thermometer;Hygrometer;Battery Type: R6P (Analog) ? 1, CR2032 (Digital) ? 1;Case/Bezel Material: Resin;Clock Accuracy: ñ30 seconds per month;Approx. 12 month battery life",BIZID010
Casio Analog Table Clock (TQ-362-1BDF),Casio,,ID,995.00 indian_rupee,Microlight;Bell sound alarm;Snooze function;Battery Type: R14P;Approx. 12 months battery life;Clock Accuracy: ñ20 seconds per month,BIZID011
Casio Analog Table Clock (TQ-148-8DF),Casio,,ID,345.00 indian_rupee,Beeper sound alarm;Battery Type: R6P;Approx. 12 months battery life;Clock Accuracy: ñ20 seconds per month;Package Contents: 1 Analog Table Clock;Item Size: 61 cm x 61 cm x 32 cm,BIZID012
Casio Analog Table Clock (TQ-142-1DF),Casio,,ID,445.00 indian_rupee,Microlight;Beeper sound alarm;Battery Type: R6P;Approx. 12 months battery life;Clock Accuracy: ñ20 seconds per month;Package Contents: 1 Analog Table Clock,BIZID013
"Ajanta Wooden Sweep Second Clock (Black, 146 SS)",Ajanta,,ID,3799.00 indian_rupee,Color: Black;Shape: Square;Item Size: 82.5 cm x 65 cm x 5.5 cm;Battery required: Yes;Office clock;Real sweep second (RSS),BIZID014
"Ajanta Wooden Sweep Second Clock (Black, 147 SS)",Ajanta,,ID,7500.00 indian_rupee,Color: Black;Shape: Square;Item Size: 105 cm x 86 cm x 7.5 cm;Battery required: Yes;Office clock;Real sweep second (RSS),BIZID015
Ajanta Wooden Sweep Second Clock (7207 SS),Ajanta,,ID,990.00 indian_rupee,Shape: Square;Item Size: 31 cm x 31 cm x 5 cm;Battery required: Yes;Aluminium finish;Roman numbers;Real sweep second (RSS),BIZID016
"Ajanta Office Sweep Second Clock (Brown, 537 SS)",Ajanta,,ID,900.00 indian_rupee,Color: Brown;Shape: Square;Item Size: 40.9 cm x 40.9 cm x 5.5 cm;Battery required: Yes;Office clock;Real sweep second (RSS),BIZID022
"Ajanta Musical and Pendulum Clock (Silver, 3127)",Ajanta,,ID,1699.00 indian_rupee,Color: Silver;Item Size: 42.8 cm x 30 cm x 5.7 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Mirror glass,BIZID023
"Ajanta Musical Pendulum Clock (Silver, 2627)",Ajanta,,ID,1725.00 indian_rupee,Color: Silver;Item Size: 50 cm x 29.5 cm x 9 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Rotating pendulum,BIZID024
"Ajanta Musical Pendulum Clock (Blue, 2627)",Ajanta,,ID,1725.00 indian_rupee,Color: Blue;Item Size: 50 cm x 29.5 cm x 9 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Rotating pendulum,BIZID008
"Ajanta Musical and Pendulum Clock (Brown, 4227)",Ajanta,,ID,799.00 indian_rupee,Color: Brown;Item Size: 48 cm x 27.5 cm x 7.5 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Rotating pendulum,BIZID009
"Ajanta Office Sweep Second Clock (White, 467 SS)",Ajanta,,ID,660.00 indian_rupee,Color: White;Shape: Round;Item Size: 40.5 cm x 5 cm;Battery required: Yes;Office clock;Real sweep second (RSS),BIZID010
"Ajanta Musical and Pendulum Clock (Yellow, 8527)",Ajanta,,ID,880.00 indian_rupee,Color: Yellow;Item Size: 43.9 cm x 24 cm x 7.2 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Doom glass,BIZID011
"Ajanta Musical and Pendulum Clock (Brown, 2627)",Ajanta,,ID,1725.00 indian_rupee,Color: Brown;Item Size: 50 cm x 29.5 cm x 9 cm;Battery required: Yes;Bell or melody;Swinging pendulum;Rotating pendulum,BIZID012
Ajanta Wooden Pendulum and Glass Clock (7717 SS),Ajanta,,ID,1999.00 indian_rupee,Item Size: 68 cm x 18 cm x 9 cm;Battery required: Yes;Real sweep second (RSS);Aluminium finish;Doom glass;Woody process,BIZID013
"Ajanta Premium Clock (Black, D. S. -057)",Ajanta,,ID,5600.00 indian_rupee,Color: Black;Shape: Round;Item Size: 51 cm x 4 cm;Battery required: Yes;Diamond stones;Mirror glass,BIZID014
Casio Analog Wall Clock (IQ-56S-8JF),Casio,,ID,2195.00 indian_rupee,Smooth second hand;Condensing Resin dial;Battery Type: R6P;Clock Accuracy: ñ20 seconds per month;Package Contents: 1 Analog Wall Clock;Item Size: 34 cm x 34 cm x 3.8 cm,BIZID015
